DATE,DEXJPUS,DEXUSUK
2023-10-18,149.86,1.215
2023-10-19,149.92,1.2145
2023-10-20,149.85,1.2153
2023-10-23,149.78,1.2235
2023-10-24,149.84,1.217
2023-10-25,149.94,1.214
2023-10-26,150.44,1.2113
2023-10-27,149.6,1.2151
2023-10-30,149.01,1.2157
2023-10-31,151.46,1.2135
2023-11-01,150.96,1.2127
2023-11-02,150.48,1.2175
2023-11-03,149.36,1.2374
2023-11-06,149.77,1.2391
2023-11-07,150.47,1.2296
2023-11-08,150.77,1.2301
2023-11-09,151.04,1.2279
2023-11-10,,
2023-11-13,151.56,1.2268
2023-11-14,150.75,1.2483
2023-11-15,151.07,1.2431
2023-11-16,150.59,1.2423
2023-11-17,149.82,1.243
2023-11-20,148.26,1.2505
2023-11-21,147.88,1.254
2023-11-22,149.67,1.2468
2023-11-23,,
2023-11-24,149.57,1.2601
2023-11-27,148.89,1.2613
2023-11-28,147.41,1.2713
2023-11-29,147.39,1.269
2023-11-30,147.87,1.264
2023-12-01,147.0,1.2682
2023-12-04,147.15,1.2633
2023-12-05,147.26,1.259
2023-12-06,147.16,1.2589
2023-12-07,144.1,1.2582
2023-12-08,144.88,1.2539
2023-12-11,146.41,1.255
2023-12-12,145.45,1.2549
2023-12-13,145.17,1.2527
2023-12-14,141.53,1.2767
2023-12-15,141.8,1.2709
2023-12-18,143.04,1.2632
2023-12-19,143.62,1.2751
2023-12-20,143.77,1.266
2023-12-21,142.16,1.2668
2023-12-22,142.6,1.272
2023-12-25,,
2023-12-26,142.48,1.2709
2023-12-27,142.05,1.2797
2023-12-28,141.08,1.2743
2023-12-29,140.92,1.2743
2024-01-01,,
2024-01-02,141.89,1.2632
2024-01-03,143.55,1.2641
2024-01-04,144.59,1.2692
2024-01-05,144.52,1.274
2024-01-08,143.89,1.2766
2024-01-09,144.35,1.272
2024-01-10,145.68,1.273
2024-01-11,146.03,1.2712
2024-01-12,144.86,1.2746
2024-01-15,,
2024-01-16,147.01,1.2657
2024-01-17,148.39,1.2666
2024-01-18,148.15,1.2687
2024-01-19,148.21,1.2677
2024-01-22,147.95,1.2728
2024-01-23,148.55,1.2661
2024-01-24,147.31,1.2754
2024-01-25,147.69,1.27
2024-01-26,147.94,1.272
2024-01-29,147.65,1.2681
2024-01-30,147.71,1.2683
2024-01-31,146.26,1.2733
2024-02-01,146.18,1.2727
2024-02-02,148.54,1.2627
2024-02-05,148.79,1.2532
2024-02-06,148.03,1.2589
2024-02-07,148.04,1.2629
2024-02-08,149.25,1.262
2024-02-09,149.38,1.2628
2024-02-12,149.37,1.2631
2024-02-13,150.72,1.2606
2024-02-14,150.5,1.2562
2024-02-15,150.19,1.258
2024-02-16,150.34,1.259
2024-02-19,,
2024-02-20,149.87,1.2645
2024-02-21,150.29,1.2624
2024-02-22,150.62,1.2649
2024-02-23,150.36,1.2678
2024-02-26,150.79,1.2681
2024-02-27,150.46,1.2693
2024-02-28,150.68,1.267
2024-02-29,149.9,1.2632
2024-03-01,150.2,1.2652
2024-03-04,150.44,1.2701
2024-03-05,150.14,1.2712
2024-03-06,149.17,1.2757
2024-03-07,148.08,1.2796
2024-03-08,147.17,1.2852
2024-03-11,146.86,1.2807
2024-03-12,147.69,1.2786
2024-03-13,147.73,1.2799
2024-03-14,148.19,1.2749
2024-03-15,149.14,1.2742
2024-03-18,149.13,1.2736
2024-03-19,150.73,1.2713
2024-03-20,151.66,1.2713
2024-03-21,151.59,1.267
2024-03-22,151.35,1.2603
2024-03-25,151.42,1.2648
2024-03-26,151.58,1.263
2024-03-27,151.35,1.2631
2024-03-28,151.35,1.2634
2024-03-29,151.22,1.2637
2024-04-01,151.72,1.2545
2024-04-02,151.55,1.2576
2024-04-03,151.67,1.2635
2024-04-04,151.66,1.2669
2024-04-05,151.59,1.2633
2024-04-08,151.78,1.2655
2024-04-09,151.73,1.2676
2024-04-10,152.9,1.2544
2024-04-11,153.19,1.2535
2024-04-12,153.12,1.2457
2024-04-15,154.25,1.2466
2024-04-16,154.57,1.2437
2024-04-17,154.61,1.2443
2024-04-18,154.61,1.2465
2024-04-19,154.55,1.2397
2024-04-22,154.77,1.2341
2024-04-23,154.81,1.2434
2024-04-24,155.11,1.2434
2024-04-25,155.52,1.2494
2024-04-26,157.62,1.2474
2024-04-29,156.71,1.2553
2024-04-30,157.54,1.2514
2024-05-01,157.65,1.2488
2024-05-02,153.77,1.2507
2024-05-03,152.85,1.255
2024-05-06,153.85,1.2575
2024-05-07,154.59,1.2535
2024-05-08,155.42,1.2503
2024-05-09,155.68,1.2505
2024-05-10,155.85,1.2528
2024-05-13,156.17,1.2563
2024-05-14,156.5,1.2588
2024-05-15,155.02,1.2658
2024-05-16,155.25,1.2682
2024-05-17,155.57,1.2703
2024-05-20,156.09,1.2708
2024-05-21,156.08,1.271
2024-05-22,156.49,1.2739
2024-05-23,157.05,1.2717
2024-05-24,156.9,1.2746
2024-05-27,,
2024-05-28,156.9,1.2786
2024-05-29,157.62,1.2714
2024-05-30,156.63,1.2739
2024-05-31,157.19,1.2738
2024-06-03,156.04,1.2795
2024-06-04,154.87,1.2785
2024-06-05,156.21,1.2771
2024-06-06,155.98,1.2786
2024-06-07,156.58,1.2727
2024-06-10,156.93,1.2733
2024-06-11,157.32,1.2725
2024-06-12,155.88,1.2843
2024-06-13,156.77,1.2764
2024-06-14,157.28,1.2685
2024-06-17,157.8,1.2689
2024-06-18,157.81,1.2699
2024-06-19,,
2024-06-20,158.77,1.2671
2024-06-21,159.45,1.2645
2024-06-24,159.71,1.2684
2024-06-25,159.68,1.2677
2024-06-26,160.68,1.2625
2024-06-27,160.7,1.2653
2024-06-28,160.88,1.264
2024-07-01,161.55,1.265
2024-07-02,161.53,1.2679
2024-07-03,161.48,1.2766
2024-07-04,,
2024-07-05,160.73,1.2807
2024-07-08,160.77,1.2829
2024-07-09,161.4,1.2787
2024-07-10,161.73,1.2842
2024-07-11,158.58,1.292
2024-07-12,157.88,1.2986
2024-07-15,157.89,1.2986
2024-07-16,158.57,1.2958
2024-07-17,156.56,1.3008
2024-07-18,156.97,1.2973
2024-07-19,157.38,1.2922
2024-07-22,157.08,1.2911
2024-07-23,156.02,1.2916
2024-07-24,153.39,1.2925
2024-07-25,153.97,1.2884
2024-07-26,153.86,1.2864
2024-07-29,153.96,1.2853
2024-07-30,153.72,1.2828
2024-07-31,150.38,1.284
2024-08-01,150.06,1.2772
2024-08-02,146.98,1.2798
2024-08-05,143.95,1.2765
2024-08-06,145.11,1.2695
2024-08-07,147.42,1.2718
2024-08-08,147.08,1.2741
2024-08-09,146.49,1.2766
2024-08-12,147.54,1.2776
2024-08-13,146.97,1.2828
2024-08-14,146.86,1.2849
2024-08-15,148.91,1.2863
2024-08-16,148.13,1.2906
2024-08-19,146.42,1.2984
2024-08-20,145.7,1.3027
2024-08-21,145.19,1.3077
2024-08-22,145.97,1.3094
2024-08-23,144.86,1.3197
2024-08-26,144.51,1.3185
2024-08-27,144.26,1.3235
2024-08-28,144.47,1.3201
2024-08-29,144.98,1.3186
2024-08-30,145.95,1.3132
